Subfamily,Tribe,Division,Genus,Species,Species authority,Genus authority,Geographic Region,Genus species,Exons,Exons to Capture,Exons Status,Source Institution,Exome,Exome Status,Genome,Genome Status,Sperm,Skin,Notes Status,Notes Taxon,Samples,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Coryphomys,buehleri,Schaub,Schaub,WALLACEA,Coryphomys buehleri,No ,N,Subfossil,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,incertae sedis,Coryphomys,musseri,Aplin & Helgen,Schaub,SAHUL,Coryphomys musseri,No ,N,Subfossil,,NO,,,,,,NO - Subfossil Only,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Crateromys,australis,Musser;  Heaney;  & Rabor,Meyer,PHILIPPINES,Crateromys australis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Crateromys,heaneyi,Gonzales & Kennedy,Meyer,PHILIPPINES,Crateromys heaneyi,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Crateromys,paulus,Musser & Gordon,Meyer,PHILIPPINES,Crateromys paulus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Crateromys,schadenbergi,Meyer,Meyer,PHILIPPINES,Crateromys schadenbergi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Cremnomys,cutchicus,Wroughton,Wroughton,ASIA,Cremnomys cutchicus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Cremnomys,elvira,Ellerman,Wroughton,ASIA,Cremnomys elvira,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Crossomys,moncktoni,Thomas,Thomas,SAHUL,Crossomys moncktoni,Y ,N,Complete,,Y ,Library at UoM not in Capture,,,,,,,Crossomys_moncktoni_ABTC46614_EC1,,,,,,,,,,,
Murinae,Rattini,Maxomys,Crunomys,celebensis,Musser,Thomas,WALLACEA,Crunomys celebensis,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,Crunomys_celebensis_Z21894_EXOME,,,,,,,,,,,
Murinae,Rattini,Maxomys,Crunomys,fallax,Thomas,Thomas,PHILIPPINES,Crunomys fallax,Y ,N,EC7,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Crunomys,melanius,Thomas,Thomas,PHILIPPINES,Crunomys melanius,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Crunomys,suncoides,Rickart;  Heaney;  Tabaranza Jr.;  & Balete,Thomas,PHILIPPINES,Crunomys suncoides,Y ,N,Exome,,Maybe,KU168558 in capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Dacnomys,millardi,Thomas,Thomas,ASIA,Dacnomys millardi,Y ,Y,To Request,MVZ:Mamm:186520,Y ,ADD_Tissue at MVZ:Mamm:186520,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,alleni,Lawrence & Loveridge,Sundevall,AFRICA,Dasymys alleni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,cabrali,W. Verheyen;  Hulselmans;  Dierckx;  Colyn;  Leirs;  & E. Verheyen,Sundevall,WALLACEA,Dasymys cabrali,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,capensis,Roberts,Sundevall,AFRICA,Dasymys capensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,foxi,Thomas,Sundevall,AFRICA,Dasymys foxi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,griseifrons,Osgood,Sundevall,AFRICA,Dasymys griseifrons,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,incomtus,Sundevall,Sundevall,AFRICA,Dasymys incomtus,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,longipilosus,Eisentraut,Sundevall,AFRICA,Dasymys longipilosus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,medius,Thomas,Sundevall,AFRICA,Dasymys medius,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,montanus,Thomas,Sundevall,AFRICA,Dasymys montanus,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,nudipes,Peters,Sundevall,AFRICA,Dasymys nudipes,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,robertsi,Mullin;  Pillay;  &  Taylor,Sundevall,AFRICA,Dasymys robertsi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,rufulus,Miller,Sundevall,AFRICA,Dasymys rufulus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,rwandae,W. Verheyen;  Hulselmans;  Dierckx;  Colyn;  Leirs;  & E. Verheyen,Sundevall,AFRICA,Dasymys rwandae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Dasymys,Dasymys,sua,W. Verheyen;  Hulselmans;  Dierckx;  Colyn;  Leirs;  & E. Verheyen,Sundevall,AFRICA,Dasymys sua,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Dephomys,defua,Miller,Miller,AFRICA,Dephomys defua,Y ,Y,To Request,ROM,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Dephomys,eburneae,Heim De Balsac & Bellier,Heim De Balsac & Bellier,AFRICA,Dephomys eburneae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Desmomys,harringtoni,Thomas,Thomas,AFRICA,Desmomys harringtoni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Desmomys,yaldeni,Lavrenchenko,Thomas,AFRICA,Desmomys yaldeni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Diomys,crumpi,Thomas,Thomas,ASIA,Diomys crumpi,Y ,Y,Failed EC4; Request New Sample?,,NO,,,,,,,,Diomys_crumpei_NHM_ZD_1967_181_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Diplothrix,legata,Thomas,Thomas,ASIA,Diplothrix legata,Y ,N,Exome,ABTC 117779,ADD ,ADD_Need Sample,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Echiothrix,centrosa,Miller & Hollister,Gray,WALLACEA,Echiothrix centrosa,Y ,N,Exome,,Y ,Complete,,,,,,,Echiothrix_centrosa_Z27993_EXOME,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Echiothrix,leucura,Gray,Gray,WALLACEA,Echiothrix leucura,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Eropeplus,canus,Miller & Hollister,Miller & Hollister,WALLACEA,Eropeplus canus,Y ,N,Exome,,Y ,Library at UoM not in Capture,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Golunda,Golunda,ellioti,Gray,Gray,ASIA,Golunda ellioti,Y ,N,Exome,,ADD ,ADD_Need Sample,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Gracilimus,radix,Rowe;  Achmadi;  & Esselstyn,Rowe;  Achmadi;  & Esselstyn,AFRICA,Gracilimus radix,Y ,N,Exome,,Y ,Complete,,,,,,,Gracillimus_radix_Z08508_EXOME,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,aridulus,Thomas & Hinton,Smuts,AFRICA,Grammomys aridulus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,brevirostris,,Smuts,AFRICA,Grammomys brevirostris,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,buntingi,Thomas,Smuts,AFRICA,Grammomys buntingi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,caniceps,Hutterer & Dieterlen,Smuts,AFRICA,Grammomys caniceps,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,cometes,Thomas & Wroughton,Smuts,AFRICA,Grammomys cometes,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,dolichurus,Smuts,Smuts,AFRICA,Grammomys dolichurus,Y ,Y,To Request,MVZ:Mamm:220994,NO,,Available as G. surdaster,NCBI,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,dryas,Thomas,Smuts,AFRICA,Grammomys dryas,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,gigas,Dollman,Smuts,AFRICA,Grammomys gigas,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,ibeanus,Osgood,Smuts,AFRICA,Grammomys ibeanus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,kuru,Thomas & Wroughton,Smuts,AFRICA,Grammomys kuru,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,macmillani,Wroughton,Smuts,AFRICA,Grammomys macmillani,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,minnae,Hutterer & Dieterlen,Smuts,AFRICA,Grammomys minnae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,poensis,Eisentraut,Smuts,AFRICA,Grammomys poensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Grammomys,selousi,Denys;  Lalis;  Lecompte;  Cornette;  Moulin;  Makundi;  Machung'u;  Volobouev;  & Aniskine,Smuts,AFRICA,Grammomys selousi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Hadromys,humei,Thomas,Thomas,ASIA,Hadromys humei,Y ,Y,Failed EC4; Request New Sample?,,NO,,,,,,,,Hadromys_humei_NHM_ZD_1967_113_EC4,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Hadromys,yunnanensis,Yang Guangrong & Wang Yingxiang,Thomas,ASIA,Hadromys yunnanensis,Maybe,Maybe,Available?,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Haeromys,Haeromys,margarettae,Thomas,Thomas,SUNDA,Haeromys margarettae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Haeromys,Haeromys,minahassae,Thomas,Thomas,WALLACEA,Haeromys minahassae,Y ,N,Exome,,Y ,Complete,,,,,,,Haeromys_minahassae_JAE4996_EXOME,Haeromys_minahassae_Z23000_EC1,,,,,,,,,,
Murinae,Hydromyini,Haeromys,Haeromys,pusillus,Thomas,Thomas,SUNDA,Haeromys pusillus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Halmaheramys,bokimekot,,,WALLACEA,Halmaheramys bokimekot,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Hapalomyini,Hapalomys,Hapalomys,delacouri,Thomas,Blyth,ASIA,Hapalomys delacouri,Y ,N,Complete,,ADD ,ADD_Library at MV,,,,Y (skull),,,Hapalomys_delacouri_R5237_EC2,,,,,,,,,,,
Murinae,Hapalomyini,Hapalomys,Hapalomys,longicaudatus,Blyth,Blyth,ASIA,Hapalomys longicaudatus,Y ,Y,To Request,"ABTC	119379ABTC	119380",NO,,,,,,,,,,,,,,,,,,,
Murinae,Hapalomyini,Hapalomys,Hapalomys,suntsovi,Abramov;  Balakirev;  & Rozhnov,Blyth,AFRICA,Hapalomys suntsovi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Heimyscus,fumosus,Brosset;  Dubost;  & Heim De Balsac,Brosset;  Dubost;  & Heim De Balsac,AFRICA,Heimyscus fumosus,Y ,Y,To Request,,ADD,ADD_Need Sample,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Hybomys,badius,Osgood,Temminck,AFRICA,Hybomys badius,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Hybomys,basilii,Eisentraut,Temminck,AFRICA,Hybomys basilii,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Hybomys,lunaris,Thomas,Temminck,AFRICA,Hybomys lunaris,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Hybomys,planifrons,Miller,Temminck,AFRICA,Hybomys planifrons,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Hybomys,trivirgatus,Temminck,Temminck,AFRICA,Hybomys trivirgatus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Hybomys,univittatus,Peters,Temminck,AFRICA,Hybomys univittatus,Y ,N,Exome,,Y ,Complete,,,,,,,Hybomys_univittatus_TCD4026_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Hydromys,chrysogaster,,,SAHUL,Hydromys chrysogaster,Y ,N,Complete,,Y ,Complete,,,,,,,Hydromys_chrysogaster_ABTC121661_EC5,Hydromys_chrysogaster_ABTC7433_EC5,Hydromys_chrysogaster_M10164_EC5,Hydromys_chrysogaster_M13669_EC5,Hydromys_chrysogaster_M17100_EC5,Hydromys_chrysogaster_M19060_EC5,Hydromys_chrysogaster_M48021_EC5,Hydromys_chrysogaster_Z5248_EC1,,,,
Murinae,Hydromyini,Hydromys,Hydromys,hussoni,Musser & Piik,,SAHUL,Hydromys hussoni,Y ,N,Complete,,NO,,,,,,,,Hydromys_hussoni_MAM29159_EC4,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Hydromys,neobritannicus,Tate & Archbold,,SAHUL,Hydromys neobritannicus,Maybe,Maybe,Request New Sample?,,NO,,,,,,,,AMNH 194380,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Hydromys,ziegleri,K. Helgen,,SAHUL,Hydromys ziegleri,Y ,Y,To Request,Bishop (skin),NO,,,,,,Bishop Only; from Prince Alexander Range,Not paritcularly deep lineage ala Kris,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,aeta,Thomas,Waterhouse,AFRICA,Hylomyscus aeta,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,alleni,Waterhouse,Waterhouse,AFRICA,Hylomyscus alleni,Y ,Y,To Request,MVZ:Mamm:196277,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,anselli,Bishop,Waterhouse,AFRICA,Hylomyscus anselli,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,arcimontensis,Carleton & Stanley,Waterhouse,AFRICA,Hylomyscus arcimontensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,baeri,Heim De Balsac & Aellen,Waterhouse,AFRICA,Hylomyscus baeri,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,carillus,Thomas,Waterhouse,AFRICA,Hylomyscus carillus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,denniae,Thomas,Waterhouse,AFRICA,Hylomyscus denniae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,endorobae,Heller,Waterhouse,AFRICA,Hylomyscus endorobae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,grandis,Eisentraut,Waterhouse,AFRICA,Hylomyscus grandis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,heinrichorum,Carleton;  Banasiak;  & Stanley,Waterhouse,AFRICA,Hylomyscus heinrichorum,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,kaimosae,Heller,Waterhouse,ASIA,Hylomyscus kaimosae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,kerbispeterhansi,Demos;  Agwanda;  & Hickerson,Waterhouse,AFRICA,Hylomyscus kerbispeterhansi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,pamfi,Nicolas;  Olayemi;  Wendelen;  & Colyn,Waterhouse,AFRICA,Hylomyscus pamfi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,parvus,Brosset;  Dubost;  & Heim De Balsac,Waterhouse,AFRICA,Hylomyscus parvus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,simus,G. M. Allen & Coolidge,Waterhouse,AFRICA,Hylomyscus simus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,stella,Thomas,Waterhouse,AFRICA,Hylomyscus stella,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,vulcanorum,,Waterhouse,AFRICA,Hylomyscus vulcanorum,Y ,N,Exome,,Y ,Complete,,,,,,,Hylomyscus_vulcanorum_TCD4382_EXOME,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Hylomyscus,walterverheyeni,Nicolas;  Wendelen;  Barriere;  Dudu;  & Colyn,Waterhouse,AFRICA,Hylomyscus walterverheyeni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Hyomys,dammermani,Stein,Milne-Edwards,SAHUL,Hyomys dammermani,Y ,N,Complete,,NO,,,,,,,,Hyomys_dammermani_M13493_EC5,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Hyomys,goliath,Milne-Edwards,Milne-Edwards,SAHUL,Hyomys goliath,Y ,N,Complete,,Y ,Failed Extraction,,,,,,,Hyomys_goliath_ABTC42697_EC1,Hyomys_goliath_(meeki)_NHM_ZD_1947_1303_EC4,,,,,,,,,,
Murinae,Rattini,Echiothrix,Hyorhinomys,stuempkei,Esselstyn;  Achmadi;  Handika;  & Rowe,Esselstyn;  Achmadi;  Handika;  & Rowe,WALLACEA,Hyorhinomys stuempkei,Y ,N,Exome,,Y ,Complete,,,,,,,Hyorhinomys_stuempkei_JAE4661_EXOME,,,,,,,,,,,
Murinae,Rattini,Rattus,Kadarsanomys,sodyi,Bartels,Bartels,SUNDA,Kadarsanomys sodyi,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,Kadarsanomys_sodyi_BMNH14219_EC4,MZB-Sample_ExomeUoM,,,,,,,,,,
Murinae,Rattini,Bunomys,Komodomys,rintjanus,Sody,Sody,WALLACEA,Komodomys rintjanus,Y ,N,Exome,,Y ,In Capture at UoM,Yes,Library at UoM,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lamottemys,okuensis,F. Petter,F. Petter,AFRICA,Lamottemys okuensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Leggadina,forresti,Thomas,Thomas,SAHUL,Leggadina forresti,Y ,N,Complete,,Y ,Complete,,,,,,,Leggadina_forresti_ABTC36085_EC1,Leggadina_forresti_ABTC91763_EXOME1,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Leggadina,lakedownensis,Watts,Thomas,SAHUL,Leggadina lakedownensis,Y ,N,Complete,,Y ,Complete,,,,,,,Leggadina_lakedownensis_ABTC28413_EC5,Leggadina_lakedownensis_ABTC7442_EC5,Leggadina_lakedownensis_JM10863_EC2,Leggadina_lakedownensis_M51646_EC5,Leggadina_lakedownensis_M51985_EC5,Leggadina_lakedownensis_U386_EC5,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,barbarus,Linnaeus,Linnaeus,AFRICA,Lemniscomys barbarus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,bellieri,Van Der Straeten,Linnaeus,AFRICA,Lemniscomys bellieri,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,griselda,Thoams,Linnaeus,AFRICA,Lemniscomys griselda,Y ,Y,To Request,"ABTC	65835ABTC	65841",NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,hoogstraali,Dieterlen,Linnaeus,AFRICA,Lemniscomys hoogstraali,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,linulus,Thomas,Linnaeus,AFRICA,Lemniscomys linulus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,macculus,Thomas & Wroughton,Linnaeus,AFRICA,Lemniscomys macculus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,mittendorfi,Eisentraut,Linnaeus,AFRICA,Lemniscomys mittendorfi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,rosalia,Thomas,Linnaeus,AFRICA,Lemniscomys rosalia,Y ,Y,To Request,MVZ:Mamm:221003,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,roseveari,Van Der Straeten,Linnaeus,AFRICA,Lemniscomys roseveari,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,striatus,Linnaeus,Linnaeus,AFRICA,Lemniscomys striatus,Y ,Y,To Request,MSB:Mamm:274856,Y ,Complete,,,,,,,Lemniscomys_striatus_TCD4711_EXOME,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Lemniscomys,zebra,Heuglin,Linnaeus,AFRICA,Lemniscomys zebra,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Lenomys,grovesi,Musser,Jentink,AFRICA,Lenomys grovesi,No ,N,Subfossil,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Lenomys,meyeri,Jentink,Jentink,WALLACEA,Lenomys meyeri,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Lenothrix,canus,Miller,Miller,SUNDA,Lenothrix canus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,ciliatus,Bonhote,Thomas,SUNDA,Leopoldamys ciliatus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,diwangkarai,Maryanto & Sinaga,Thomas,AFRICA,Leopoldamys diwangkarai,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,edwardsi,Thomas,Thomas,SUNDA,Leopoldamys edwardsi,Y ,Y,To Request,"ABTC	116361	ANWC	M32380ABTC	116366	ANWC	M32378ABTC	116367	ANWC	M32375ABTC	116370	ANWC	M32377ABTC	116371	ANWC	M32381ABTC	116374	ANWC	M32379ABTC	116381	ANWC	M32376",NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,herberti,Kloss,Thomas,WALLACEA,Leopoldamys herberti,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,milleti,Robinson & Kloss,Thomas,ASIA,Leopoldamys milleti,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,revertens,J. T. Marshall Jr.,Robinson & Kloss,ASIA,Leopoldamys revertens,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,sabanus,Thomas,Thomas,SUNDA,Leopoldamys sabanus,Y ,N,Exome,,Y ,Complete,,,,,,,Leopoldomys_sabanus_Z25191_EXOME,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Leopoldamys,siporanus,Thomas,Thomas,SUNDA,Leopoldamys siporanus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Conilurus,Leporillus,apicalis,Gould,Sturt,SAHUL,Leporillus apicalis,Y ,N,Complete,,Y ,Complete,,,,,,,Leporillus_apicalis_NMV_C90_EC3,Leporillus_apicalis_NMV_C94_EC3,,,,,,,,,,
Murinae,Hydromyini,Conilurus,Leporillus,conditor,Sturt,Sturt,SAHUL,Leporillus conditor,Y ,N,Complete,,Y ,Complete,,,,,,,Leporillus_conditor_ABTC13335_EC1,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Leptomys,arfakensis,Musser;  K. Helgen;  & Lunde,Thomas,SAHUL,Leptomys arfakensis,Y ,N,EC8,,NO,,,,,,,,Leptomys_arfakensis_BMNH_29.5.27.22,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Leptomys,elegans,Thomas,Thomas,SAHUL,Leptomys elegans,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Leptomys_elegans_ABTC45741_EC1,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Leptomys,ernstmayri,,Thomas,SAHUL,Leptomys ernstmayri,Y ,N,Complete,,NO,,,,,,,,Leptomys_ernstmayeri_M29560_EC5,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Leptomys,paulus,Musser;  K. Helgen;  & Lunde,Thomas,SAHUL,Leptomys paulus,Maybe,Maybe,ABTC Tissue Missing M23858,,NO,,,,,,EC3? Retry?,,WAM M23838,,,,,,,,,,,
