Subfamily,Tribe,Division,Genus,Species,Species authority,Genus authority,Geographic Region,Genus species,Exons,Exons to Capture,Exons Status,Source Institution,Exome,Exome Status,Genome,Genome Status,Sperm,Skin,Notes Status,Notes Taxon,Samples,,,,,,,,,,,
Murinae,Murini,Mus,Mus,terricolor,Blyth,,ASIA,Mus terricolor,Y ,Y,To Request,"ABTC	116415	ANWC	M30353ABTC	116420	ANWC	M30343",,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,triton,Thomas,Linnaeus,AFRICA,Mus triton,Y ,Y,To Request,MVZ:Mamm:221103,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,vulcani,Robinson & Kloss,Linnaeus,SUNDA,Mus vulcani,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Musseromys,anacuao,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,PHILIPPINES,Musseromys anacuao,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Musseromys,beneficus,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,PHILIPPINES,Musseromys beneficus,Y ,Y,To Request,FMNH,NO,,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Musseromys,gulantang,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,PHILIPPINES,Musseromys gulantang,Y ,Y,To Request,FMNH,NO,,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Musseromys,inopinatus,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,Heaney;  Belete;  Rickart;  Veluz;  & Jansa,PHILIPPINES,Musseromys inopinatus,Y ,Y,To Request,FMNH,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Mylomys,dybowskii,Pousargues,Pousargues,AFRICA,Mylomys dybowskii,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Mylomys,rex,Thomas,Pousargues,AFRICA,Mylomys rex,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Myomyscus,angolensis,Bocage,Smith,AFRICA,Myomyscus angolensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Myomyscus,brockmani,Thomas,Smith,AFRICA,Myomyscus brockmani,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Myomyscus,verreauxii,Smith,Smith,AFRICA,Myomyscus verreauxii,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Myomyscus,yemeni,Sanborn & Hoogstraal,Smith,AFRICA,Myomyscus yemeni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Nesokia,bunnii,Khajuria,Gray,ASIA,Nesokia bunnii,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Nesokia,indica,Gray,Gray,ASIA,Nesokia indica,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Nesoromys,ceramicus,Thomas,Thomas,WALLACEA,Nesoromys ceramicus,Y ,N,Exome,,Y ,Failed Library Prep at UoM,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Colomys,Nilopegamys,plumbeus,Osgood,Osgood,AFRICA,Nilopegamys plumbeus,Maybe,Maybe,Unavailable?,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,andersoni,Thomas,Hodgson,ASIA,Niviventer andersoni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,brahma,Thomas,Hodgson,ASIA,Niviventer brahma,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,bukit,Bonhote,Hodgson,ASIA,Niviventer bukit,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,cameroni,Chasen,Hodgson,ASIA,Niviventer cameroni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,confucianus,Milne-Edwards,Hodgson,ASIA,Niviventer confucianus,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,coninga,Swinhoe,Hodgson,ASIA,Niviventer coninga,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,cremoriventer,Miller,Hodgson,SUNDA,Niviventer cremoriventer,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,culturatus,Thomas,Hodgson,ASIA,Niviventer culturatus,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,eha,Wroughton,Hodgson,ASIA,Niviventer eha,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,excelsior,Thomas,Hodgson,ASIA,Niviventer excelsior,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,fraternus,Robinson & Kloss,Hodgson,ASIA,Niviventer fraternus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,fulvescens,Gray,Hodgson,SUNDA,Niviventer fulvescens,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,hinpoon,J. T. Marshall Jr.,Hodgson,ASIA,Niviventer hinpoon,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,huang,Bonhote,Hodgson,ASIA,Niviventer huang,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,lepturus,Jentink,Hodgson,SUNDA,Niviventer lepturus,Y ,N,Exome,,Y ,Complete,,,,,,,Niviventer_lepturus_JAE4746_EXOME,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,ling,Bonhote;  1905,Bonhote,ASIA,Niviventer ling,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,lotipes,G. M. Allen,Hodgson,ASIA,Niviventer lotipes,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,niviventer,Hodgson,Hodgson,ASIA,Niviventer niviventer,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,rapit,Bonhote,Hodgson,SUNDA,Niviventer rapit,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Niviventer,tenaster,Thomas,Hodgson,ASIA,Niviventer tenaster,Y ,Y,To Request,"ABTC	115829	ANWC	M33499ABTC	115915	ANWC	M34019ABTC	115927	ANWC	M34021ABTC	115930	ANWC	M34018ABTC	115942	ANWC	M34015ABTC	115981	ANWC	M33580ABTC	115984	ANWC	M34010ABTC	116003	ANWC	M33503ABTC	116105	ANWC	M33508ABTC	116111	ANWC	M33507ABTC	116140	ANWC	M33509ABTC	116188	ANWC	M33504ABTC	116383	ANWC	M32435ABTC	116385	ANWC	M32435ABTC	116158	ANWC	M34017",NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Notapogonomys,yesitis,,,SAHUL,Notapogonomys yesitis,Y ,N,Complete,,NO,,,,,,,,Notapogonomys_sp_ABTC122416_EC2,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,alexis,Thomas,Ogilby,SAHUL,Notomys alexis,Y ,N,Complete,,Y ,Complete,,,,,,,Notomys_alexis_ABTC61767_EXOME1,Notomys_alexis_M20054_EC5,Notomys_alexis_M20209_EC5,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,amplus,Brazenor,Ogilby,SAHUL,Notomys amplus,Y ,N,Complete,,Y ,Complete,,,,Y,,Extinct,Notomys_amplus_C512_EC4,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,aquilo,Thomas,Ogilby,SAHUL,Notomys aquilo,Y ,N,Complete,,Y ,Complete,,,,,,,Notomys_aquilo_ABTC18253_EXOME1,Notomys_aquilo_M28160_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,cervinus,Gould,Ogilby,SAHUL,Notomys cervinus,Y ,N,Complete,,Y ,Complete,,,,,,,Notomys_cervinus_ABTC82963_EXOME1,Notomys_cervinus_M16887_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,fuscus,Jones,Ogilby,SAHUL,Notomys fuscus,Y ,N,Complete,,Y ,Complete,,,,,,,Notomys_fuscus_ABTC113387_EC1,Notomys_fuscus_ABTC80277_EXOME1,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,longicaudatus,Gould,Ogilby,SAHUL,Notomys longicaudatus,Y ,N,Complete,,Y ,Complete,,,,Y,,Extinct,Notomys_longicaudatus_NMV_C6278_EC3,Notomys_longicaudatus_-amplus-_M1300_EC4,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,macrotis,Thomas,Ogilby,SAHUL,Notomys macrotis,Y ,N,Complete,,Y ,Complete,,,,,,Extinct,Notomys_macrotis_NHM_1841_1167_EC4,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,mitchellii,Ogilby,Ogilby,SAHUL,Notomys mitchellii,Y ,N,Complete,,Y ,Complete,,,,,,,Notomys_mitchellii_ABTC7341_EC5,Notomys_mitchellii_M18497_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,mordax,Thomas,Ogilby,SAHUL,Notomys mordax,No ,N,FAILED,,NO,,,,,,Extraction Phase;  Repeat?,Extinct,NHM_1846.4.4.65,NHM_1846.4.4.65,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Notomys,robustus,Mahoney;  Smith;  & Medlin,Ogilby,SAHUL,Notomys robustus,No ,N,UNAVAILABLE;  one skull,,NO,,,,,,Skull Only,Extinct,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Oenomys,hypoxanthus,Pucheran,Pucheran,AFRICA,Oenomys hypoxanthus,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Oenomys,ornatus,Thomas,Pucheran,AFRICA,Oenomys ornatus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,anchietae,Bocage,Brants,AFRICA,Otomys anchietae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,angoniensis,Wroughton,Brants,AFRICA,Otomys angoniensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,auratus,Wroughton,Brants,AFRICA,Otomys auratus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,barbouri,Lawrence & Loveridge,Thomas,AFRICA,Otomys barbouri,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,burtoni,Thomas,Thomas,AFRICA,Otomys burtoni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,cheesmani,Tayler;  Lavrenchenko;  Carleton;  E. Verheyen;  Bennett;  Oosthuizen;  & Maree,Brants,AFRICA,Otomys cheesmani,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,cuanzensis,Hill & Carter,Brants,AFRICA,Otomys cuanzensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,dartmouthi,Thomas,Thomas,AFRICA,Otomys dartmouthi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,denti,Thomas,Thomas,AFRICA,Otomys denti,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,dollmani,Heller,Brants,AFRICA,Otomys dollmani,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,fortior,Thomas,Thomas,AFRICA,Otomys fortior,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,helleri,Frick,Brants,AFRICA,Otomys helleri,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,irroratus,Brants,Brants,AFRICA,Otomys irroratus,Y ,Y,To Request,"ABTC	121657		CASMAM28418",NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,jacksoni,Thomas,Thomas,AFRICA,Otomys jacksoni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,karoensis,Roberts,Thomas,AFRICA,Otomys karoensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,lacustris,G. M. Allen & Loveridge,Brants,AFRICA,Otomys lacustris,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,laminatus,Thomas & Schwann,Brants,AFRICA,Otomys laminatus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,occidentalis,Dieterlen & Van Der Straeten,Brants,AFRICA,Otomys occidentalis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,orestes,Thomas,Thomas,AFRICA,Otomys orestes,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,simiensis,Tayler;  Lavrenchenko;  Carleton;  E. Verheyen;  Bennett;  Oosthuizen;  & Maree,Brants,AFRICA,Otomys simiensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,sloggetti,Thomas,Thomas,AFRICA,Otomys sloggetti,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,sungae,Bohmann,Brants,AFRICA,Otomys sungae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,thomasi,Osgood,Brants,AFRICA,Otomys thomasi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,tropicalis,Thomas,Thomas,AFRICA,Otomys tropicalis,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,typus,Heuglin,Brants,AFRICA,Otomys typus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,unisulcatus,F. Cuvier,Brants,AFRICA,Otomys unisulcatus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,uzungwensis,Lawrence & Loveridge,Thomas,AFRICA,Otomys uzungwensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,yaldeni,Tayler;  Lavrenchenko;  Carleton;  E. Verheyen;  Bennett;  Oosthuizen;  & Maree,Brants,AFRICA,Otomys yaldeni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Otomys,zinki,Bohmann,Brants,AFRICA,Otomys zinki,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Palawanomys,furvus,Musser & Newcomb,Musser & Newcomb,SUNDA,Palawanomys furvus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Papagomys,armandvillei,Jentink,Jentink,WALLACEA,Papagomys armandvillei,Y ,N,EC8,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Parahydromys,asper,Thomas,Thomas,SAHUL,Parahydromys asper,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,1 sample all studies,Parahydromys_asper_ABTC45798_EC1,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Paraleptomys,rufilatus,Osgood,Tate & Archbold,SAHUL,Paraleptomys rufilatus,Y ,N,EC8,,NO,,,,,,Poor Sequence;  Repeat?,,Paraleptomys_rufilatus_NHM_ZD_1990_30_EC4,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Paraleptomys,wilhelmina,Tate & Archbold,Tate & Archbold,SAHUL,Paraleptomys wilhelmina,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Paraleptomys_sp_ABTC133716_H126_EC1,Paraleptomys_willhelmina_(sp)_ABTC133744_EC5,Paraleptomys_wilhelmina_M17883_EC4,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,gressitti,Menzies,Thomas,SAHUL,Paramelomys gressitti,Y ,N,EC7,,NO,,,,,,Requested ABTC45976;  46001,Mt Kinde;  Wau. Trapped with P. rubex by Steve D. Probably;  P. gressitti.,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,levipes,Thomas,Thomas,SAHUL,Paramelomys levipes,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Paramelomys_levipes_ABTC42506_EC1,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,lorentzii,Jentink,Thomas,SAHUL,Paramelomys lorentzii,Y ,N,Complete,,NO,,,,,,,,Paramelomys_lorentzii_ABTC137249_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,mollis,Thomas,Thomas,SAHUL,Paramelomys mollis,Y ,N,Complete,,NO,,,,,,,,Paramelomys_mollis_M35507_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,moncktoni,Thomas,Thomas,SAHUL,Paramelomys moncktoni,Y ,N,Complete,,NO,,,,,,,,Paramelomys_moncktoni_M24964_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,naso,Thomas,Thomas,SAHUL,Paramelomys naso,Y ,N,Complete,,NO,,,,,,,,Paramelomys_naso_ABTC137226_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,platyops,Thomas,Thomas,SAHUL,Paramelomys platyops,Y ,N,Complete,,NO,,,,,,,,Paramelomys_platyops_M13712_EC2,Paramelomys_platyops_(intermedius)_ABTC129197_EC5,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,rubex,Thomas,Thomas,SAHUL,Paramelomys rubex,Y ,N,Complete,,NO,,,,,,,,Paramelomys_rubex_M13467_EC2,Paramelomys_rubex_(arfakensis)_NHM_ZD_1969_364_EC4,,,,,,,,,,
Murinae,Hydromyini,Uromys,Paramelomys,steini,,Thomas,SAHUL,Paramelomys steini,Maybe,Maybe,UNKNOWN SOURCE,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Parotomys,brantsii,A. Smith,A. Smith,AFRICA,Parotomys brantsii,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Otomyini,Otomys,Parotomys,littledalei,Thomas,A. Smith,AFRICA,Parotomys littledalei,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Paruromys,dominator,Thomas,Thomas,WALLACEA,Paruromys dominator,Y ,N,EC7,,Y ,Complete,,,,,,,Paruromys_dominator_JAE4870_EXOME,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Paucidentomys,vermidax,Esselstyn;  Achmadi;  & Rowe,Esselstyn;  Achmadi;  & Rowe,WALLACEA,Paucidentomys vermidax,Y ,N,Exome,,Y ,Complete,Yes,,,,,,Paucidentomys_vermidax_Z21914_EXOME,,,,,,,,,,,
Murinae,Rattini,Bunomys,Paulamys,naso,Musser,Musser,WALLACEA,Paulamys naso,Y ,N,Complete,,NO,,,,,Y (skull),Mediocre Sequence,Really a Bunomys,Paulamys_naso_M46484_EC4,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Pelomys,campanae,Huet,Peters,AFRICA,Pelomys campanae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Pelomys,fallax,Peters,Peters,AFRICA,Pelomys fallax,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Pelomys,hopkinsi,Hayman,Peters,AFRICA,Pelomys hopkinsi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Pelomys,isseli,De Beaux,Peters,AFRICA,Pelomys isseli,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Pelomys,minor,Cabrera & Ruxton,Peters,AFRICA,Pelomys minor,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Phloeomys,cumingi,Waterhouse,Waterhouse,PHILIPPINES,Phloeomys cumingi,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Phloeomyini,Phloeomys,Phloeomys,pallidus,Nehring,Waterhouse,PHILIPPINES,Phloeomys pallidus,Y ,N,Exome,,Y ,Complete,,,,,,,Phloeomys_pallidus_JEC43_EXOME,,,,,,,,,,,
Murinae,incertae sedis,Pithecheir,Pithecheir,melanurus,Lesson,Lesson,SUNDA,Pithecheir melanurus,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,incertae sedis,Pithecheir,Pithecheir,parvus,Kloss,Lesson,SUNDA,Pithecheir parvus,Y ,Y,To Request,(skin),NO,,,,,,,,,,,,,,,,,,,
Murinae,incertae sedis,Pithecheir,Pithecheirops,otion,Emmons,Emmons,SUNDA,Pithecheirops otion,Y ,Y,To Request,(skin),NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Pogonomelomys,brassi,Tate & Archbold,Rothschild & Dollman,SAHUL,Pogonomelomys brassi,Y ,N,Complete,,NO,,,,,,see taxon notes,synonym bruijni? Helgen says should be distinct species,Pogonomelomys_bruijni_(brassi)_ABTC137204_EC2,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Pogonomelomys,bruijni,Peters & Doria,Peters & Doria,SAHUL,Pogonomelomys bruijni,Maybe,Maybe,Needs types series,,NO,,,,,,Genoa Type. Series in Leiden (PHF?). ,specimen sequneced is P. mayeri; need to samples type series to include,,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Pogonomelomys,mayeri,Rothschild & Dollman,Rothschild & Dollman,SAHUL,Pogonomelomys mayeri,Y ,N,Complete,,NO,,,,,,see taxon notes,P. bruijni sample is actually P. mayeri (according to Helgen),Pogonomelomys_mayeri_M16746_EC2,Pogonomelomys_bruijni_M21849_EC5,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Pogonomys,championi,Flannery,Milne-Edwards,SAHUL,Pogonomys championi,Y ,N,Complete,,NO,,,,,,,arfakensis distinct taxon in Musser manuscript ,Pogonomys_(arfakensis)_NHM_29_52749_EC4,Pogonomys_championi_M13646_EC2,Pogonomys_championi_M17721_EC5,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Pogonomys,fergussoniensis,Laurie,Milne-Edwards,SAHUL,Pogonomys fergussoniensis,Maybe,Maybe,Poor sequence EC4; request new sample,,NO,,,,,,Poor sequence; repeat?,,Pogonomys_fergussoniensis_CC427_EC4,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Pogonomys,loriae,Thomas,Milne-Edwards,SAHUL,Pogonomys loriae,Y ,N,Complete,,NO,,,,,,,,Pogonomys_loriae_M13773_EC2,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Pogonomys,macrourus,Milne-Edwards,Milne-Edwards,SAHUL,Pogonomys macrourus,Y ,N,Complete,,NO,,,,,,,,Pogonomys_macrourus_ABTC43144_EC1,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Pogonomys,mollipilosus,Peters & Doria,Milne-Edwards,SAHUL,Pogonomys mollipilosus,Y ,N,Complete,,NO,,,,,,,,Pogonomys_mollipilosus_ABTC130518_EC5,Pogonomys_mollipilosus_ABTC77167_EC2,Pogonomys_mollipilosus_M35466_EC5,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Pogonomys,sylvestris,Thomas,Milne-Edwards,SAHUL,Pogonomys sylvestris,Y ,N,EC7,,NO,,,,,,New sample requested ABTC,Previous sample may be P. championi,Pogonomys_sylvestris_M13463_EC2,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,coetzeei,Van Der Straeten,Trouessart,AFRICA,Praomys coetzeei,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,daltoni,Thomas,Trouessart,AFRICA,Praomys daltoni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,degraaffi,Van Der Straeten & Peterhans,Trouessart,AFRICA,Praomys degraaffi,Y ,N,Exome,,Y ,Complete,,,,,,,Praomys_degraaffi_TCD4312_EXOME,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,delectorum,Thomas,Trouessart,AFRICA,Praomys delectorum,Y ,Y,To Request,MVZ:Mamm:221145,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,hartwigi,Eisentraut,Trouessart,AFRICA,Praomys hartwigi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,jacksoni,De Winton,Trouessart,AFRICA,Praomys jacksoni,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,lukolelae,Hatt,Trouessart,AFRICA,Praomys lukolelae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,minor,Hatt,Trouessart,AFRICA,Praomys minor,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,misonnei,Van Der Straeten & Dieterlen,Trouessart,AFRICA,Praomys misonnei,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,morio,Trouessart,Trouessart,AFRICA,Praomys morio,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,mutoni,Van Der Straeten & Dudu,Trouessart,AFRICA,Praomys mutoni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
